,Distriktskod,Distrikt,Antal områden,Forsamlingskod,Församling,Andel församling
1405,107230.0,Hångsdala,2.0,149812,Valstad,99.9899999999999
1406,,,,149812,Valstad,100
1407,107231.0,Mularp,,149921,Åslebygden,99.95
1408,107232.0,Åsle,,149921,Åslebygden,100
1409,107233.0,Östra Gerum,,149812,Valstad,99.9399999999999
1410,107234.0,Valstad,,149812,Valstad,100
1411,107235.0,Suntak,,149812,Valstad,100
1412,107236.0,Velinga,,149803,Hökensås,99.84
1413,107237.0,Dimbo-Ottravad,2.0,149816,Varv,100
1414,,,,149816,Varv,100
1415,107238.0,Baltak,,149801,Tidaholm,99.59
1416,107239.0,Daretorp,,149803,Hökensås,99.87
1417,107240.0,Södra Fågelås,,149706,Fågelås,99.9899999999999
1418,107241.0,Åsbräcka,,146201,Fuxerna-Åsbräcka,99.9699999999999
1419,107242.0,Fors,,148807,Fors-Rommele,99.9899999999999
1420,107243.0,Rommele,2.0,148805,Upphärad,0.72
1421,,,,148807,Fors-Rommele,99.2699999999999
1422,,,,148807,Fors-Rommele,99.92
1423,107244.0,Gärdhem,,148804,Gärdhem,99.9399999999999
1424,107245.0,Väne-Åsaka,,148803,Åsaka-Björke,100
1425,107246.0,Bäreberg,,144502,Främmestad-Bäreberg,100
1426,107247.0,Främmestad,,144502,Främmestad-Bäreberg,100
1427,107248.0,Malma,,144502,Främmestad-Bäreberg,0.53
1428,107248.0,Malma,,144501,Fridhem,99.4699999999999
1429,107249.0,Essunga,,144504,Essunga,100
1430,107250.0,Södra Kedum,,147010,Ryda,100
1431,107251.0,Naum,,147010,Ryda,99.9899999999999
1432,107252.0,Laske-Vedum,,147014,Vedum,100
1433,107253.0,Södra Lundby,,147014,Vedum,100
1434,107254.0,Längjum,,147024,Larv,100
1435,107255.0,Önum,,147001,Vara,99.9699999999999
1436,107256.0,Tråvad,,147001,Vara,0.51
1437,107256.0,Tråvad,,147024,Larv,99.4899999999999
1438,107257.0,Edsvära,,147029,Kvänum,100
1439,107258.0,Ullene,,149905,Floby,100
1440,107259.0,Vilske-Kleva,,149902,Mösseberg,0.63
1441,107259.0,Vilske-Kleva,,149905,Floby,99.3499999999999
1442,107260.0,Norra Vånga,,147029,Kvänum,99.98
1443,107261.0,Östra Tunhem,,149941,Gudhem,100
1444,107262.0,Friggeråker,,149941,Gudhem,8.11999999999999
1445,107262.0,Friggeråker,,149902,Mösseberg,91.78
1446,107263.0,Torbjörntorp,,149902,Mösseberg,99.9699999999999
1447,107264.0,Ugglum,2.0,149941,Gudhem,100
1448,,,,149941,Gudhem,100.02
1449,107265.0,Bjurum,,149941,Gudhem,100
1450,107266.0,Gudhem,,149902,Mösseberg,1.07
1451,107266.0,Gudhem,,149941,Gudhem,98.93
1452,107267.0,Håkantorp,,149947,Hornborga,100
1453,107268.0,Tiarp,,149921,Åslebygden,100
1454,107269.0,Valtorp,,149947,Hornborga,99.81
1455,107270.0,Högstena,,149933,Dala-Borgunda-Högstena,99.9099999999999
1456,107271.0,Södra Kyrketorp,,149934,Stenstorp,99.93
1457,107272.0,Segerstad,2.0,149947,Hornborga,99.98
1458,,,,149505,Varnhem,100
1459,107273.0,Dala,,149933,Dala-Borgunda-Högstena,99.81
1460,107274.0,Varv,,149816,Varv,100
1461,107275.0,Kungslena,,149816,Varv,100
1462,107276.0,Acklinga,,149816,Varv,99.9899999999999
1463,107277.0,Hömb,,149816,Varv,99.9899999999999
1464,107278.0,Tidaholm,,149801,Tidaholm,99.79
1465,107279.0,Fröjered,,149807,Fröjered,99.89
1466,107280.0,Norra Fågelås,,149706,Fågelås,100
1467,107281.0,Trollhättan,,148801,Trollhättan,99.84
1468,107282.0,Lextorp,,148809,Lextorp,99.95
1469,107283.0,Götalunden,,148810,Götalunden,99.92
1470,107284.0,Västra Tunhem,,148703,Gestad,0.91
1471,107284.0,Västra Tunhem,,148707,Vänersnäs,2.8
1472,107284.0,Västra Tunhem,,148709,Västra Tunhem,96.23
1473,107285.0,Norra Björke,,148803,Åsaka-Björke,99.98
1474,107286.0,Trökörna,,144410,Trökörna,100
1475,107287.0,Flo,,144408,Flo,100
1476,107288.0,Längnum,,144412,Fridhem,100
1477,107289.0,Hyringa,,144412,Fridhem,100
1478,107290.0,Tengene,,144409,Tengene,99.9899999999999
1479,107291.0,Bjärby,,144403,Särestad,99.89
1480,107292.0,Flakeberg,,144403,Särestad,99.98
1481,107293.0,Ryda,,147010,Ryda,100
1482,107294.0,Vara,,147010,Ryda,1.04
1483,107294.0,Vara,,147001,Vara,98.9599999999999
1484,107295.0,Sparlösa,,147004,Levene,100
1485,107296.0,Levene,,147004,Levene,100
1486,107297.0,Skarstad,,147001,Vara,99.6899999999999
1487,107298.0,Long,,147004,Levene,100
1488,107299.0,Fyrunga,,147029,Kvänum,100
1489,107300.0,Uvered,2.0,149403,Järpås,100
1490,,,,149403,Järpås,100
1491,107301.0,Hällum,,147001,Vara,99.6299999999999
1492,107302.0,Jung,,147029,Kvänum,99.9899999999999
1493,107303.0,Kvänum,,147029,Kvänum,100
1494,107304.0,Öttum,,147029,Kvänum,100
1495,107305.0,Vinköl,,149516,Ardala,99.9599999999999
1496,107306.0,Marum-Gerum,,149516,Ardala,100
1497,107307.0,Broddetorp,2.0,149504,Eggby-Öglunda,100
1498,,,,149947,Hornborga,100
1499,107308.0,Bjärka-Härlunda,,149516,Ardala,99.98
1500,107309.0,Stenum,,149516,Ardala,2.14
1501,107309.0,Stenum,,149508,Axvall,97.8599999999999
1502,107310.0,Brunnhem,2.0,149601,Skövde,99.7999999999999
1503,,,,149934,Stenstorp,99.9399999999999
1504,107311.0,Stenstorp,2.0,149601,Skövde,99.54
1505,,,,149934,Stenstorp,99.98
1506,107312.0,Häggum,,149608,Skultorp,100
1507,107313.0,Borgunda,,149933,Dala-Borgunda-Högstena,99.9699999999999
1508,107314.0,Vreten,,149615,Värsås-Varola-Vreten,99.98
1509,107315.0,Sjogerstad-Rådene,,149608,Skultorp,100
1510,107316.0,Norra Kyrketorp,,149608,Skultorp,100
1511,107317.0,Hagelberg,,149608,Skultorp,99.9699999999999
1512,107318.0,Fridene,,149708,Korsberga-Fridene,99.89
1513,107319.0,Korsberga,,149708,Korsberga-Fridene,99.98
1514,107320.0,Varola,,149615,Värsås-Varola-Vreten,100
1515,107321.0,Värsås,,149615,Värsås-Varola-Vreten,99.98
1516,107322.0,Hjo,,149706,Fågelås,1.1
1517,107322.0,Hjo,,149701,Hjo,98.9
1518,107323.0,Mofalla,,149704,Mofalla,99.98
1519,107324.0,Väne-Ryr,,148701,Vänersborg och Väne-Ryr,99.9099999999999
1520,107325.0,Vänersborg,,148703,Gestad,0.76
1521,107325.0,Vänersborg,,148706,Frändefors,1.9
1522,107325.0,Vänersborg,,148701,Vänersborg och Väne-Ryr,97.2999999999999
1523,107326.0,Sal,,144408,Flo,100
1524,107327.0,Ås,,144408,Flo,100
1525,107328.0,Särestad,,144403,Särestad,100
1526,107329.0,Karaby,2.0,149431,Örslösa,100
1527,,,,149431,Örslösa,100
1528,107330.0,Håle,,144403,Särestad,100
1529,107331.0,Slädene,,147004,Levene,100
1530,107332.0,Täng,,144403,Särestad,100
1531,107333.0,Häggesled,,149403,Järpås,99.9899999999999
1532,107334.0,Lavad,,149431,Örslösa,100
1533,107335.0,Gillstad,,149431,Örslösa,100
1534,107336.0,Järpås,,149403,Järpås,100
1535,107337.0,Härjevad,,149424,Sävare,100.01
1536,107338.0,Trässberg,,149424,Sävare,100
1537,107339.0,Kållands-Åsaka,2.0,149405,Kållands-Råda,100
1538,,,,149405,Kållands-Råda,100
1539,107340.0,Saleby,,149424,Sävare,99.9899999999999
1540,107341.0,Skallmeja,,149516,Ardala,100
1541,107342.0,Norra Härene,,149424,Sävare,100
1542,107343.0,Hasslösa,,149424,Sävare,100
1543,107344.0,Lindärva,,149424,Sävare,100
1544,107345.0,Synnerby,,149516,Ardala,100
1545,107346.0,Skara domkyrkodistrikt,,149501,Skara domkyrkoförsamling,100
1546,107347.0,Händene,,149516,Ardala,100
1547,107348.0,Norra Ving,,149508,Axvall,100
1548,107349.0,Skärv,,149508,Axvall,100
1549,107350.0,Skånings-Åsaka,,149508,Axvall,99.9899999999999
1550,107351.0,Norra Lundby,,149505,Varnhem,100
1551,107352.0,Varnhem,,149601,Skövde,3.22
1552,107352.0,Varnhem,,149505,Varnhem,96.78
1553,107353.0,Våmb,2.0,149947,Hornborga,14.19
1554,,,,149601,Skövde,85.81
1555,,,,149601,Skövde,99.9899999999999
1556,107354.0,Eggby-Istrum,,149504,Eggby-Öglunda,99.98
1557,107355.0,Öglunda,,149504,Eggby-Öglunda,100
1558,107356.0,Skövde,,149601,Skövde,100
1559,107357.0,Forsby,,149614,Sventorp-Forsby,100
1560,107358.0,Ryd,,149601,Skövde,100
1561,107359.0,Sventorp,,149614,Sventorp-Forsby,99.9899999999999
1562,107360.0,Tibro,,147201,Tibro,99.9899999999999
1563,107361.0,Grevbäck,,149701,Hjo,100
1564,107362.0,Brevik,,144604,Undenäs,6.76
1565,107362.0,Brevik,,144602,Brevik,93.2399999999999
1566,107363.0,Vänersnäs,,148703,Gestad,2.88
1567,107363.0,Vänersnäs,,148707,Vänersnäs,97.12
1568,107364.0,Tun,,149431,Örslösa,100
1569,107365.0,Friel,,149431,Örslösa,100
1570,107366.0,Tådene,,149431,Örslösa,100
1571,107367.0,Tranum,,149431,Örslösa,100
1572,107368.0,Norra Kedum,,149431,Örslösa,100
1573,107369.0,Mellby,,149405,Kållands-Råda,99.9899999999999
1574,107370.0,Väla,,149431,Örslösa,99.9899999999999
1575,107371.0,Örslösa,,149431,Örslösa,99.9899999999999
1576,107372.0,Råda,,149405,Kållands-Råda,99.92
1577,107373.0,Hovby,,149424,Sävare,99.9699999999999
1578,107374.0,Sävare,,149424,Sävare,99.98
1579,107375.0,Lidköping,,149401,Lidköping,99.9399999999999
1580,107376.0,Hangelösa,2.0,147112,Källby,99.9899999999999
1581,,,,147112,Källby,100
1582,107377.0,Skeby,,149424,Sävare,4.76
1583,107377.0,Skeby,,147112,Källby,95.0799999999999
1584,107378.0,Broby,,147112,Källby,100
1585,107379.0,Ova,,147113,Husaby,100
1586,107380.0,Skälvum,,147113,Husaby,99.98
1587,107381.0,Källby,,147112,Källby,100
1588,107382.0,Husaby,,147113,Husaby,99.9
1589,107383.0,Ledsjö,,147109,Ledsjö,100
1590,107384.0,Götene,,147102,Götene,100
1591,107385.0,Vättlösa,,147102,Götene,99.98
1592,107386.0,Holmestad,,147102,Götene,99.8599999999999
1593,107387.0,Lerdala,,149624,Berg,99.9899999999999
1594,107388.0,Berg,2.0,149624,Berg,99.67
1595,,,,149624,Berg,100
1596,107389.0,Timmersdala,,149624,Berg,100
1597,107390.0,Säter,,149620,Frösve,99.9699999999999
1598,107391.0,Frösve,,149620,Frösve,99.7399999999999
1599,107392.0,Binneberg,,149620,Frösve,100
1600,107393.0,Horn,3.0,149620,Frösve,99.9599999999999
1601,,,,149620,Frösve,99.9899999999999
1602,,,,149624,Berg,100
1603,107394.0,Locketorp,2.0,149614,Sventorp-Forsby,3.59
1604,,,,149617,Väring,96.4099999999999
1605,,,,149617,Väring,100
1606,107395.0,Väring,3.0,149617,Väring,99.9399999999999
1607,,,,149617,Väring,99.9899999999999
1608,,,,149617,Väring,100
1609,107396.0,Götlunda,,149627,Götlunda,99.98
1610,107397.0,Ransberg,,147202,Ransberg,99.9899999999999
1611,107398.0,Mölltorp,,144604,Undenäs,3.69
1612,107398.0,Mölltorp,,144603,Mölltorp,96.31
1613,107399.0,Karlsborg,,144604,Undenäs,7.72
1614,107399.0,Karlsborg,,144601,Karlsborg,92.28
1615,107400.0,Söne,,149431,Örslösa,99.9099999999999
1616,107401.0,Skalunda,,149413,Sunnersberg,100
1617,107402.0,Gösslunda,,149413,Sunnersberg,99.9899999999999
1618,107403.0,Rackeby,,149413,Sunnersberg,100
1619,107404.0,Strö,,149413,Sunnersberg,100
1620,107405.0,Sunnersberg,,149413,Sunnersberg,100
1621,107406.0,Västerplana,,147118,Kinnekulle,100
1622,107407.0,Kinne-Kleva och Sil,,147101,Kleva-Sil,99.9899999999999
1623,107408.0,Medelplana,,147118,Kinnekulle,100
1624,107409.0,Österplana,,147118,Kinnekulle,100
1625,107410.0,Kestad,,147118,Kinnekulle,100
1626,107411.0,Kinne-Vedum,,147102,Götene,99.9899999999999
1627,107412.0,Fullösa,,147118,Kinnekulle,100
1628,107413.0,Lugnås,,149312,Lugnås,99.9599999999999
1629,107414.0,Böja,2.0,149624,Berg,99.9399999999999
1630,,,,149624,Berg,100.01
1631,107415.0,Ek,,149303,Ullervad,100
1632,107416.0,Låstad,,149303,Ullervad,100
1633,107417.0,Odensåker,2.0,149303,Ullervad,100
1634,,,,149624,Berg,100
1635,107418.0,Tidavad,2.0,149303,Ullervad,100
1636,,,,149624,Berg,100
1637,107419.0,Flistad,2.0,149627,Götlunda,100
1638,,,,149627,Götlunda,100.01
1639,107420.0,Ekby,2.0,149624,Berg,3.33
1640,,,,149303,Ullervad,96.67
1641,,,,149303,Ullervad,99.9699999999999
1642,107421.0,Sveneby,,147307,Fägre,100
1643,107422.0,Vad,2.0,149627,Götlunda,100
1644,,,,149627,Götlunda,100
1645,107423.0,Bällefors,,147307,Fägre,99.9899999999999
1646,107424.0,Hjälstad,,147307,Fägre,100
1647,107425.0,Mo,,147307,Fägre,100
1648,107426.0,Ekeskog,,147307,Fägre,100
1649,107427.0,Beateberg,,147202,Ransberg,1.16
1650,107427.0,Beateberg,,147307,Fägre,98.84
1651,107428.0,Otterstad,,149413,Sunnersberg,100
1652,107429.0,Forshem,,149312,Lugnås,0.68
1653,107429.0,Forshem,,147118,Kinnekulle,99.31
1654,107430.0,Bredsäter,,149312,Lugnås,100
1655,107431.0,Björsäter,,149301,Mariestad,0.82
1656,107431.0,Björsäter,,149312,Lugnås,99.18
1657,107432.0,Leksberg,,149301,Mariestad,99.9399999999999
1658,107433.0,Ullervad,,149303,Ullervad,99.9699999999999
1659,107434.0,Utby,,149303,Ullervad,100
1660,107435.0,Mariestad,,149301,Mariestad,100
1661,107436.0,Trästena,,147307,Fägre,100
1662,107437.0,Bäck,,147302,Fredsberg-Bäck,99.93
1663,107438.0,Fägre,,147307,Fägre,99.7199999999999
1664,107439.0,Halna,,147301,Töreboda,99.9099999999999
1665,107440.0,Töreboda,,147302,Fredsberg-Bäck,2
1666,107440.0,Töreboda,,147301,Töreboda,98
1667,107441.0,Undenäs,,144604,Undenäs,100
1668,107442.0,Berga,,149318,Lyrestad,99.9899999999999
1669,107443.0,Hassle,2.0,149318,Lyrestad,99.9
1670,,,,149318,Lyrestad,100
1671,107444.0,Färed,,149318,Lyrestad,100
1672,107445.0,Enåsa,,149318,Lyrestad,100
1673,107446.0,Fredsberg,,147302,Fredsberg-Bäck,99.8499999999999
1674,107447.0,Älgarås,,147313,Hova-Älgarås,99.9699999999999
1675,107448.0,Tived,,186002,Finnerödja-Tived,100
1676,107449.0,Torsö,2.0,149301,Mariestad,100
1677,,,,149301,Mariestad,100
1678,107450.0,Lyrestad,,149318,Lyrestad,100
1679,107451.0,Hova,,144702,Hova-Älgarås,100
1680,107452.0,Finnerödja,,186002,Finnerödja-Tived,100
1681,107453.0,Amnehärad,,144701,Amnehärad,100
1682,108001.0,Västra Ryd,,068606,Hult,0.67
1683,108001.0,Västra Ryd,,051204,Västra Ryd,99.3199999999999
1684,108002.0,Sund,,051203,Sund-Svinhult,100
1685,108003.0,Svinhult,,051203,Sund-Svinhult,100
1686,108004.0,Norra Vi,,051201,Norra Ydre,100
1687,108005.0,Tidersrum,,051301,Tidersrum,100
1688,108006.0,Horn,,051304,Horn,99.53
1689,108007.0,Hycklinge,,051305,Hycklinge,99.98
1690,108008.0,Torpa,,051201,Norra Ydre,100
1691,108009.0,Asby,,051204,Västra Ryd,0.62
1692,108009.0,Asby,,051201,Norra Ydre,99.3799999999999
1693,108010.0,Kisa,,051302,Kisa,99.9899999999999
1694,108011.0,Blåvik,,056002,Boxholm,100
1695,108012.0,Malexander,,056002,Boxholm,100
1696,108013.0,Västra Eneby,,051302,Kisa,1.02
1697,108013.0,Västra Eneby,,051303,Västra Eneby,98.98
1698,108014.0,Hägerstad,,051309,Rimforsa,100
1699,108015.0,Oppeby,,051309,Rimforsa,100
1700,108016.0,Ödeshög,,050902,Ödeshög,100
1701,108017.0,Trehörna,,050902,Ödeshög,100
1702,108018.0,Ulrika,,058012,Ulrika,99.98
1703,108019.0,Tjärstad,,051309,Rimforsa,99.9899999999999
1704,108020.0,Kättilstad,,051309,Rimforsa,100
1705,108021.0,Åtvid,,056101,Åtvid,100
1706,108022.0,Stora Åby,,050902,Ödeshög,100
1707,108023.0,Heda,2.0,050902,Ödeshög,100
1708,108023.0,Heda,2.0,050902,Ödeshög,100
1709,108024.0,Rök,,050902,Ödeshög,100
1710,108025.0,Rinna,,056002,Boxholm,99.9599999999999
1711,108026.0,Ekeby,,056002,Boxholm,100
1712,108027.0,Åsbo,,056002,Boxholm,100
1713,108028.0,Västra Harg,,058616,Östra Tollstad,1.3
1714,108028.0,Västra Harg,,058614,Västra Harg,98.6299999999999
1715,108029.0,Nykil,,058011,Nykil-Gammalkil,99.9899999999999
1716,108030.0,Gammalkil,2.0,058011,Nykil-Gammalkil,100
1717,,,,058011,Nykil-Gammalkil,100
1718,108031.0,Vårdnäs,,058009,Vårdnäs,99.9899999999999
1719,108032.0,Yxnerum,,056101,Åtvid,100
1720,108033.0,Valdemarsvik,,056301,Valdemarsvik,99.9899999999999
1721,108034.0,Gryt,,056301,Valdemarsvik,99.9899999999999
1722,108035.0,Västra Tollstad,,050902,Ödeshög,100
1723,108036.0,Svanshals,,058612,Väderstad,0.58
1724,108036.0,Svanshals,,050902,Ödeshög,99.42
1725,108037.0,Väversunda,,058408,Dal,100
1726,108038.0,Väderstad,,050902,Ödeshög,0.58
1727,108038.0,Väderstad,,058612,Väderstad,99.42
1728,108039.0,Kumla,,058612,Väderstad,100
1729,108040.0,Appuna,,058612,Väderstad,99.95
1730,108041.0,Hogstad,,058601,Mjölby,2.51
1731,108041.0,Hogstad,,058612,Väderstad,97.34
1732,108042.0,Mjölby,,058601,Mjölby,99.68
1733,108043.0,Högby,,058601,Mjölby,99.9899999999999
1734,108044.0,Sya,,058614,Västra Harg,0.95
1735,108044.0,Sya,,058616,Östra Tollstad,1.51
1736,108044.0,Sya,,058618,Veta,97.53
1737,108045.0,Östra Tollstad,,058616,Östra Tollstad,99.59
1738,108046.0,Veta,,058601,Mjölby,0.81
1739,108046.0,Veta,,058618,Veta,98.98
1740,108047.0,Sjögestad,,058018,Vikingstad,99.98
1741,108048.0,Vikingstad,,058011,Nykil-Gammalkil,1.67
1742,108048.0,Vikingstad,,058018,Vikingstad,98.3299999999999
1743,108049.0,Skeda,,058010,Skeda,100
1744,108050.0,Slaka,,058004,Slaka,100
1745,108051.0,Berga,,058033,Linköpings Berga,100
1746,108052.0,Vist,,058008,Vist,100
1747,108053.0,Landeryd,,058003,Landeryd,99.75
1748,108054.0,Grebo,,056101,Åtvid,100
1749,108055.0,Värna,,056101,Åtvid,100
1750,108056.0,Bankekind,,058024,Åkerbo,100
1751,108057.0,Björsäter,,056101,Åtvid,100
1752,108058.0,Ringarum,,056301,Valdemarsvik,0.59
1753,108058.0,Ringarum,,056302,Ringarum,99.4
1754,108059.0,Börrum,,058201,Söderköping S:t Anna,100
1755,108060.0,Rogslösa,,058408,Dal,100
1756,108061.0,Källstad,,058408,Dal,100
1757,108062.0,Herrestad,2.0,058408,Dal,99.89
1758,,,,058408,Dal,100
1759,108063.0,Örberga,,058408,Dal,100
1760,108064.0,Strå,,058401,Vadstena,99.7099999999999
1761,108065.0,Hov,,058401,Vadstena,99.9699999999999
1762,108066.0,Vadstena,,058401,Vadstena,99.98
1763,108067.0,Orlunda,,058411,Aska,99.9699999999999
1764,108068.0,Bjälbo,,058603,Skänninge,99.87
1765,108069.0,Skänninge,,058603,Skänninge,99.9899999999999
1766,108070.0,Allhelgona,2.0,058603,Skänninge,99.9399999999999
1767,,,,058603,Skänninge,100
1768,108071.0,Fivelstad,,058324,Aska,99.98
1769,108072.0,Vallerstad,,058603,Skänninge,99.9899999999999
1770,108073.0,Herrberga,,058618,Veta,100
1771,108074.0,Järstad,,058618,Veta,0.7
1772,108074.0,Järstad,,058603,Skänninge,99.2999999999999
1773,108075.0,Normlösa,,058603,Skänninge,99.84
1774,108076.0,Viby,,058618,Veta,0.7
1775,108076.0,Viby,,058018,Vikingstad,1.18
1776,108076.0,Viby,,058617,Viby,98.12
1777,108077.0,Skeppsås,,058603,Skänninge,99.9699999999999
1778,108078.0,Västerlösa,,058018,Vikingstad,100
1779,108079.0,Rappestad,,058018,Vikingstad,100
1780,108080.0,Kärna,,058005,Kärna,100
1781,108081.0,Björkeberg,,058018,Vikingstad,100
1782,108082.0,Ledberg,,058018,Vikingstad,4.93
1783,108082.0,Ledberg,,058005,Kärna,95.0699999999999
1784,108083.0,Ryd,,058036,Linköpings Ryd,100
1785,108084.0,Linköpings domkyrkodistrikt,,058037,Gottfridsberg,17.1
1786,108084.0,Linköpings domkyrkodistrikt,,058033,Linköpings Berga,20.42
1787,108084.0,Linköpings domkyrkodistrikt,,058001,Linköpings domkyrkoförsamling,62.4799999999999
1788,108085.0,Johannelund,,058034,Linköpings Johannelund,99.9899999999999
1789,108086.0,Kaga,,058005,Kärna,100
1790,108087.0,Linköpings Sankt Lars,,058002,Linköpings S:t Lars,100
1791,108088.0,Skäggetorp,,058035,Linköpings Skäggetorp,100
1792,108089.0,Vårdsberg,,058024,Åkerbo,99.9699999999999
1793,108090.0,Törnevalla,,058024,Åkerbo,100
1794,108091.0,Askeby,,058024,Åkerbo,100
1795,108092.0,Örtomta,,058024,Åkerbo,99.9899999999999
1796,108093.0,Östra Ryd,,058204,Östra Ryd,100
1797,108094.0,Gårdeby,,058204,Östra Ryd,100
1798,108095.0,Drothem,,058201,Söderköping S:t Anna,99.9899999999999
1799,108096.0,Skönberga,,058201,Söderköping S:t Anna,100
1800,108097.0,Mogata,,058201,Söderköping S:t Anna,100
1801,108098.0,Skällvik,,058201,Söderköping S:t Anna,100
1802,108099.0,Sankt Anna,,058201,Söderköping S:t Anna,100
1803,108100.0,Nässja,,058408,Dal,100
1804,108101.0,Hagebyhöga,,058411,Aska,99.9699999999999
1805,108102.0,Västra Stenby,,058324,Aska,99.9899999999999
1806,108103.0,Varv och Styra,,058324,Aska,100
1807,108104.0,Ask,,058309,Fornåsa,100
1808,108105.0,Fornåsa,2.0,058309,Fornåsa,99.9699999999999
1809,,,,058309,Fornåsa,100
1810,108106.0,Älvestad,,058309,Fornåsa,100
1811,108107.0,Klockrike,,058306,Borensberg,1.04
1812,108107.0,Klockrike,,058307,Klockrike,98.9599999999999
1813,108108.0,Lönsås,,058309,Fornåsa,100
1814,108109.0,Ekebyborna,,058309,Fornåsa,100
1815,108110.0,Flistad,,058019,Vreta kloster,100
1816,108111.0,Vreta kloster,,058019,Vreta kloster,100
1817,108112.0,Rystad,,058024,Åkerbo,100
1818,108113.0,Östra Harg,,058024,Åkerbo,100
1819,108114.0,Östra Skrukeby,,058024,Åkerbo,100
1820,108115.0,Gistad,,058024,Åkerbo,100
1821,108116.0,Lillkyrka,,058024,Åkerbo,100
1822,108117.0,Skärkind,,058105,Norrköpings Borg,100
1823,108118.0,Kimstad,,058105,Norrköpings Borg,100
1824,108119.0,Västra Husby,,058204,Östra Ryd,99.9699999999999
1825,108120.0,Söderköpings Sankt Laurentii,,058201,Söderköping S:t Anna,100
1826,108121.0,Tingstad,,058106,Norrköpings S:t Johannes,100
1827,108122.0,Å,,058119,Västra Vikbolandet,100
1828,108123.0,Tåby,,058119,Västra Vikbolandet,100
1829,108124.0,Kuddby,,058119,Västra Vikbolandet,99.62
1830,108125.0,Östra Ny,,058119,Västra Vikbolandet,2.64
1831,108125.0,Östra Ny,,058127,Jonsberg,97.3599999999999
1832,108126.0,Rönö,,058127,Jonsberg,100
1833,108127.0,Jonsberg,,058127,Jonsberg,99.62
1834,108128.0,Motala,,058301,Motala,100
1835,108129.0,Brunneby,,058306,Borensberg,99.98
1836,108130.0,Kristberg,,058306,Borensberg,100
1837,108131.0,Ljung,,058019,Vreta kloster,100
1838,108132.0,Stjärnorp,,058019,Vreta kloster,99.9899999999999
1839,108133.0,Vånga,,058105,Norrköpings Borg,99.9899999999999
1840,108134.0,Kullerstad,,058105,Norrköpings Borg,100
1841,108135.0,Borg,,058105,Norrköpings Borg,99.9099999999999
1842,108136.0,Vrinnevi,,058105,Norrköpings Borg,99.98
1843,108137.0,Norrköpings Sankt Johannes,,058106,Norrköpings S:t Johannes,100
1844,108138.0,Norrköpings Sankt Olai,,058102,Norrköpings S:t Olof,99.9399999999999
1845,108139.0,Norrköpings Matteus,,058102,Norrköpings S:t Olof,99.98
1846,108140.0,Östra Eneby,,058104,Kolmården,100
1847,108141.0,Styrstad,,058106,Norrköpings S:t Johannes,100
1848,108142.0,Furingstad,,058119,Västra Vikbolandet,100
1849,108143.0,Norrköpings Hedvig,,058102,Norrköpings S:t Olof,100
1850,108144.0,Dagsberg,,058119,Västra Vikbolandet,100
1851,108145.0,Konungsund,,058119,Västra Vikbolandet,100
1852,108146.0,Östra Stenby,,058119,Västra Vikbolandet,100
1853,108147.0,Östra Husby,,058125,Östra Husby,100
1854,108148.0,Häradshammar,,058125,Östra Husby,99.9099999999999
1855,108149.0,Västra Ny,,058301,Motala,1.09
1856,108149.0,Västra Ny,,058303,Västra Ny,98.9
1857,108150.0,Svärtinge,,058104,Kolmården,99.93
1858,108151.0,Kvillinge,,058104,Kolmården,100
1859,108152.0,Krokek,,058104,Kolmården,100
1860,108153.0,Kvarsebo,,058104,Kolmården,99.92
1861,108154.0,Godegård,,058304,Godegård,99.9899999999999
1862,108155.0,Tjällmo,,058322,Tjällmo,99.9899999999999
1863,108156.0,Hällestad,,056201,Finspång,99.9899999999999
1864,108157.0,Risinge,,056201,Finspång,100
1865,108158.0,Simonstorp,,058104,Kolmården,100
1866,108159.0,Regna,,056201,Finspång,100
1867,108160.0,Skedevi,,056201,Finspång,99.9399999999999
1868,109001.0,Öckerö,,140701,Öckerö,99.8499999999999
1869,109002.0,Torslanda,,148028,Torslanda-Björlanda,99.7699999999999
1870,109003.0,Brunnsbo,,148017,Lundby,0.57
1871,109003.0,Brunnsbo,,148020,Backa,99.23
1872,109004.0,Björlanda,,148017,Lundby,6.3
1873,109004.0,Björlanda,,148028,Torslanda-Björlanda,93.5699999999999
1874,109005.0,Backa,,148020,Backa,99.9899999999999
1875,109006.0,Bäckebol,,148031,Tuve-Säve,0.73
1876,109006.0,Bäckebol,,148020,Backa,99.06
1877,109007.0,Torsby,,148205,Torsby,99.9399999999999
1878,109008.0,Harestad,,148204,Harestad,99.5199999999999
1879,109009.0,Säve,,148020,Backa,8.6
1880,109009.0,Säve,,148031,Tuve-Säve,91.28
1881,109010.0,Ytterby,,148201,Kungälv-Ytterby,99.8499999999999
1882,109011.0,Rödbo,,148031,Tuve-Säve,99.84
1883,109012.0,Kungälv,,148201,Kungälv-Ytterby,99.89
1884,109013.0,Lycke,,148203,Marstrand,2.19
1885,109013.0,Lycke,,148206,Lycke,97.7999999999999
1886,109014.0,Klädesholmen,,141903,Rönnäng,99.5499999999999
1887,109015.0,Marstrand,,148203,Marstrand,100
1888,109016.0,Rönnäng,,141903,Rönnäng,99.9099999999999
1889,109017.0,Hålta,,148210,Hålta,99.8599999999999
1890,109018.0,Kareby,,148209,Kareby,99.93
1891,109019.0,Solberga,,141505,Jörlanda,0.63
1892,109019.0,Solberga,,148211,Solberga,99.3499999999999
